id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
502543,BRA-2023-2-17017-164,2023,true,Clear,2,17017,15508,Bonde do Maluco - Comando Vermelho,17017,17017,Bonde do Maluco - Comando Vermelho,8279,8279,Bonde do Maluco,772,772,Comando Vermelho,1,"""Bahia190,2023-11-10,Crueldade: Homem é amarrado e executado em Pau da Lima""",Bahia190,2023-11-10,Crueldade: Homem é amarrado e executado em Pau da Lima,Bahia190,1,Salvador town,"in the Pau da Lima neighborhood, in Salvador.",Bahia state,Salvador municipality,-12.971110,-38.510830,POINT (-38.51083 -12.97111),111163,Brazil,140,Americas,1,1,2023-11-09 00:00:00.000,2023-11-09 00:00:00.000,0,0,0,1,1,1,1,,
502544,BRA-2023-2-17017-165,2023,true,Check geography,2,17017,15508,Bonde do Maluco - Comando Vermelho,17017,17017,Bonde do Maluco - Comando Vermelho,8279,8279,Bonde do Maluco,772,772,Comando Vermelho,1,"""Bahia190,2023-11-12,Chacina: Quatro pessoas da mesma família são mortas em Jeremoabo""",Bahia190,2023-11-12,Chacina: Quatro pessoas da mesma família são mortas em Jeremoabo,Bahia190,4,Bahia state,in the city of Jeremoabo,Bahia state,,-12.000000,-42.000000,POINT (-42 -12),112597,Brazil,140,Americas,1,1,2023-11-12 00:00:00.000,2023-11-12 00:00:00.000,0,0,0,4,4,4,4,,
502545,BRA-2023-2-17017-166,2023,true,Clear,2,17017,15508,Bonde do Maluco - Comando Vermelho,17017,17017,Bonde do Maluco - Comando Vermelho,8279,8279,Bonde do Maluco,772,772,Comando Vermelho,1,"""Bahia190,2023-11-13,Ataque do CV na Boca do Rio deixa uma pessoa morta""",Bahia190,2023-11-13,Ataque do CV na Boca do Rio deixa uma pessoa morta,Bahia190,1,Salvador town,"in the neighborhood of Boca do Rio, in Salvador.",Bahia state,Salvador municipality,-12.971110,-38.510830,POINT (-38.51083 -12.97111),111163,Brazil,140,Americas,1,1,2023-11-12 00:00:00.000,2023-11-12 00:00:00.000,1,0,0,0,1,1,1,,
502553,BRA-2023-2-17017-167,2023,true,Clear,2,17017,15508,Bonde do Maluco - Comando Vermelho,17017,17017,Bonde do Maluco - Comando Vermelho,8279,8279,Bonde do Maluco,772,772,Comando Vermelho,1,"""Bahia190,2023-11-20,Jovem é executado na Estrada Velha do Aeroporto""",Bahia190,2023-11-20,Jovem é executado na Estrada Velha do Aeroporto,Bahia190,1,Salvador town,"in the Estrada Velha do Aeroporto neighborhood, in Salvador.",Bahia state,Salvador municipality,-12.971110,-38.510830,POINT (-38.51083 -12.97111),111163,Brazil,140,Americas,1,1,2023-11-20 00:00:00.000,2023-11-20 00:00:00.000,0,1,0,0,1,1,1,,
503743,BRA-2023-2-17017-170,2023,true,Clear,2,17017,15508,Bonde do Maluco - Comando Vermelho,17017,17017,Bonde do Maluco - Comando Vermelho,8279,8279,Bonde do Maluco,772,772,Comando Vermelho,1,"""Carlos Britto,2023-11-22,Homem é assassinado dentro de casa em bairro de Juazeiro""",Carlos Britto,2023-11-22,Homem é assassinado dentro de casa em bairro de Juazeiro,Carlos Britto,1,Juazeiro town,in the Nova Esperança neighborhood,Bahia state,Juazeiro municipality,-9.411670,-40.498610,POINT (-40.49861 -9.41167),116200,Brazil,140,Americas,1,1,2023-11-21 00:00:00.000,2023-11-21 00:00:00.000,0,0,0,1,1,1,1,,
503744,BRA-2023-2-17017-171,2023,true,Clear,2,17017,15508,Bonde do Maluco - Comando Vermelho,17017,17017,Bonde do Maluco - Comando Vermelho,8279,8279,Bonde do Maluco,772,772,Comando Vermelho,1,"""Carlos Britto,2023-11-26,Homem é morto a tiros em residencial de Juazeiro""",Carlos Britto,2023-11-26,Homem é morto a tiros em residencial de Juazeiro,Carlos Britto,1,Juazeiro town,at Residencial Mairi,Bahia state,Juazeiro municipality,-9.411670,-40.498610,POINT (-40.49861 -9.41167),116200,Brazil,140,Americas,1,1,2023-11-25 00:00:00.000,2023-11-25 00:00:00.000,0,0,0,1,1,1,1,,
502556,BRA-2023-2-17017-168,2023,true,Clear,2,17017,15508,Bonde do Maluco - Comando Vermelho,17017,17017,Bonde do Maluco - Comando Vermelho,8279,8279,Bonde do Maluco,772,772,Comando Vermelho,1,"""Bahia190,2023-11-27,‘ Bruno Surfista’ puxador de bonde é morto na região de Cajazeiras""",Bahia190,2023-11-27,‘ Bruno Surfista’ puxador de bonde é morto na região de Cajazeiras,Bahia190,1,Salvador town,,Bahia state,Salvador municipality,-12.971110,-38.510830,POINT (-38.51083 -12.97111),111163,Brazil,140,Americas,1,1,2023-11-26 00:00:00.000,2023-11-26 00:00:00.000,0,0,0,1,1,1,1,,
502558,BRA-2023-2-17017-169,2023,true,Clear,2,17017,15508,Bonde do Maluco - Comando Vermelho,17017,17017,Bonde do Maluco - Comando Vermelho,8279,8279,Bonde do Maluco,772,772,Comando Vermelho,1,"""Bahia190,2023-11-28,Homem é arrastado e executado por traficantes do CV na Estrada das Barreiras""",Bahia190,2023-11-28,Homem é arrastado e executado por traficantes do CV na Estrada das Barreiras,Bahia190,1,Salvador town,"on Estrada das Barreiras, in Salvador",Bahia state,Salvador municipality,-12.971110,-38.510830,POINT (-38.51083 -12.97111),111163,Brazil,140,Americas,1,1,2023-11-28 00:00:00.000,2023-11-28 00:00:00.000,1,0,0,0,1,1,1,,
502538,BRA-2023-3-17019-23,2023,true,Check geography,3,8279,15510,Bonde do Maluco - Civilians,8279,17019,Bonde do Maluco - Civilians,8279,8279,Bonde do Maluco,9999,1,Civilians,1,"""Bahia190,2023-11-06,Homem é executado pelo BDM dentro de casa""",Bahia190,2023-11-06,Homem é executado pelo BDM dentro de casa,Bahia190,4,Bahia state,"in the city of Maragogipe, in the interior of Bahia.",Bahia state,,-12.000000,-42.000000,POINT (-42 -12),112597,Brazil,140,Americas,1,1,2023-11-05 00:00:00.000,2023-11-05 00:00:00.000,0,0,1,0,1,1,1,,
502548,BRA-2023-3-17019-24,2023,true,Clear,3,8279,15510,Bonde do Maluco - Civilians,8279,17019,Bonde do Maluco - Civilians,8279,8279,Bonde do Maluco,9999,1,Civilians,1,"""Bahia190,2023-11-16,Irmãos adolescentes são executados no ‘Inferninho’""",Bahia190,2023-11-16,Irmãos adolescentes são executados no ‘Inferninho’,Bahia190,1,Salvador town,"in the town known as ‘Inferninho’, in the Costa Azul neighborhood, in Salvador.",Bahia state,Salvador municipality,-12.971110,-38.510830,POINT (-38.51083 -12.97111),111163,Brazil,140,Americas,1,1,2023-11-16 00:00:00.000,2023-11-16 00:00:00.000,0,0,2,0,2,2,2,,
503264,BRA-2023-2-17026-104,2023,true,Clear,2,17026,15517,"GDE, PCC - Sindicato do Crime",17026,17026,"GDE, PCC - Sindicato do Crime",8285,8285,"GDE, PCC",6936,6936,Sindicato do Crime,1,"""Portal da Tropical,2023-11-21,Corpo é encontrado no rio Mossoró com marcas de violência; polícia investiga""",Portal da Tropical,2023-11-21,Corpo é encontrado no rio Mossoró com marcas de violência; polícia investiga,Portal da Tropical,1,Mossoró town,"Mossoró River, in the town of the same name, between the Pirrichil community and the Ilha de Santa Luzia neighborhood/RN.",Rio Grande do Norte state,Mossoró municipality,-5.187500,-37.344170,POINT (-37.34417 -5.1875),121966,Brazil,140,Americas,1,2,2023-11-20 00:00:00.000,2023-11-21 00:00:00.000,0,0,0,1,1,1,1,,
503268,BRA-2023-2-17026-105,2023,true,Check geography,2,17026,15517,"GDE, PCC - Sindicato do Crime",17026,17026,"GDE, PCC - Sindicato do Crime",8285,8285,"GDE, PCC",6936,6936,Sindicato do Crime,1,"""Portal da Tropical,2023-11-22,Taxista é morto a tiros dentro do próprio carro no Oeste Potiguar""",Portal da Tropical,2023-11-22,Taxista é morto a tiros dentro do próprio carro no Oeste Potiguar,Portal da Tropical,4,Rio Grande do Norte state,,Rio Grande do Norte state,,-5.750000,-36.000000,POINT (-36 -5.75),121249,Brazil,140,Americas,1,1,2023-11-21 00:00:00.000,2023-11-21 00:00:00.000,0,0,0,1,1,1,1,,
503272,BRA-2023-2-17026-106,2023,true,Clear,2,17026,15517,"GDE, PCC - Sindicato do Crime",17026,17026,"GDE, PCC - Sindicato do Crime",8285,8285,"GDE, PCC",6936,6936,Sindicato do Crime,1,"""Portal da Tropical,2023-11-27,Ex-presidiário é morto a tiros em Mossoró""",Portal da Tropical,2023-11-27,Ex-presidiário é morto a tiros em Mossoró,Portal da Tropical,1,Mossoró town,"Santa Helena subdivision, Mossoró/RN.",Rio Grande do Norte state,Mossoró municipality,-5.187500,-37.344170,POINT (-37.34417 -5.1875),121966,Brazil,140,Americas,1,1,2023-11-25 00:00:00.000,2023-11-25 00:00:00.000,0,0,0,1,1,1,1,,
498408,BRA-2023-2-17032-161,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-01,Gunman executes man in the middle of the street in the north of Manaus""",Portal Tucumã,2023-11-01,Gunman executes man in the middle of the street in the north of Manaus,Portal Tucumã,1,Manaus town,Cidade Nova neighborhood,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-01 00:00:00.000,2023-11-01 00:00:00.000,0,0,0,1,1,1,1,,
498407,BRA-2023-2-17032-160,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-03,Young man is executed by gunmen in front of family in Manaus""",Portal Tucumã,2023-11-03,Young man is executed by gunmen in front of family in Manaus,Portal Tucumã,1,Manaus town,Redenção neighborhood,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-01 00:00:00.000,2023-11-01 00:00:00.000,0,0,0,1,1,1,1,,
498406,BRA-2023-2-17032-159,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-03,Young man is executed by gunmen in front of family in Manaus""",Portal Tucumã,2023-11-03,Young man is executed by gunmen in front of family in Manaus,Portal Tucumã,1,Manaus town,Parque São Pedro community,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-02 00:00:00.000,2023-11-02 00:00:00.000,0,0,0,1,1,1,1,,
503584,BRA-2023-2-17032-243,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-04,NOW: Young man who was kidnapped by motorcyclists is found dead; see video""",Portal Tucumã,2023-11-04,NOW: Young man who was kidnapped by motorcyclists is found dead; see video,Portal Tucumã,1,Manaus town,Terra Nova neighborhood,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-03 00:00:00.000,2023-11-03 00:00:00.000,0,0,0,1,1,1,1,,
503582,BRA-2023-2-17032-242,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-05,Homicide in Manaus: young man is shot dead in Praça do Cigs; understand the case""",Portal Tucumã,2023-11-05,Homicide in Manaus: young man is shot dead in Praça do Cigs; understand the case,Portal Tucumã,1,Manaus town,Cidade de Deus,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-03 00:00:00.000,2023-11-03 00:00:00.000,0,0,0,1,1,1,1,,
503557,BRA-2023-2-17032-221,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-19,URGENT: Man's body is found by residents in Jorge Teixeira, in Manaus; look""",Portal Tucumã,2023-11-19,"URGENT: Man's body is found by residents in Jorge Teixeira, in Manaus; look",Portal Tucumã,1,Manaus town,Compensa neighborhood,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-04 00:00:00.000,2023-11-04 00:00:00.000,0,0,0,1,1,1,1,,
503581,BRA-2023-2-17032-241,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-05,Homicide in Manaus: young man is shot dead in Praça do Cigs; understand the case""",Portal Tucumã,2023-11-05,Homicide in Manaus: young man is shot dead in Praça do Cigs; understand the case,Portal Tucumã,1,Manaus town,Vila da Prata neighborhood,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-05 00:00:00.000,2023-11-05 00:00:00.000,0,0,0,1,1,1,1,,
503579,BRA-2023-2-17032-238,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-07,Bodies of men are found in a stream in Manaus; one victim was beheaded""",Portal Tucumã,2023-11-07,Bodies of men are found in a stream in Manaus; one victim was beheaded,Portal Tucumã,1,Manaus town,Tancredo Neves neighborhood,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-05 00:00:00.000,2023-11-05 00:00:00.000,0,0,0,1,1,1,1,,
503580,BRA-2023-2-17032-239,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-06,Video: Man's body is found with his hands tied in a railway line in Tarumã""",Portal Tucumã,2023-11-06,Video: Man's body is found with his hands tied in a railway line in Tarumã,Portal Tucumã,1,Manaus town,"Ramal do Bebê, in Tarumã",Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-06 00:00:00.000,2023-11-06 00:00:00.000,0,0,0,1,1,1,1,,
503577,BRA-2023-2-17032-235,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-07,URGENT: Man is killed with gunshots to the head in an alley in Compensa""",Portal Tucumã,2023-11-07,URGENT: Man is killed with gunshots to the head in an alley in Compensa,Portal Tucumã,1,Manaus town,Compensa 2 neighborhood,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-07 00:00:00.000,2023-11-07 00:00:00.000,0,0,0,1,1,1,1,,
503578,BRA-2023-2-17032-237,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-07,Bodies of men are found in a stream in Manaus; one victim was beheaded""",Portal Tucumã,2023-11-07,Bodies of men are found in a stream in Manaus; one victim was beheaded,Portal Tucumã,1,Manaus town,Chapada neighborhood,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-07 00:00:00.000,2023-11-07 00:00:00.000,0,0,0,2,2,2,2,,
503573,BRA-2023-2-17032-232,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-10,URGENT: Man is chased and shot dead in Santo Agostinho""",Portal Tucumã,2023-11-10,URGENT: Man is chased and shot dead in Santo Agostinho,Portal Tucumã,1,Manaus town,Santo Agostinho neighborhood,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-10 00:00:00.000,2023-11-10 00:00:00.000,0,0,0,1,1,1,1,,
503574,BRA-2023-2-17032-233,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-10,See the moment a man is executed in the middle of the street in Manaus""",Portal Tucumã,2023-11-10,See the moment a man is executed in the middle of the street in Manaus,Portal Tucumã,1,Manaus town,Nova Cidade neighborhood,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-10 00:00:00.000,2023-11-10 00:00:00.000,0,0,0,1,1,1,1,,
503567,BRA-2023-2-17032-231,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-13,Man is executed by gunmen in front of his wife in Manaus""",Portal Tucumã,2023-11-13,Man is executed by gunmen in front of his wife in Manaus,Portal Tucumã,1,Manaus town,Compensa neighborhood,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-12 00:00:00.000,2023-11-12 00:00:00.000,0,0,0,1,1,1,1,,
503565,BRA-2023-2-17032-229,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-13,Video: AKA ‘Pereira’ is executed after receiving a ‘death’ call in Manaus""",Portal Tucumã,2023-11-13,Video: AKA ‘Pereira’ is executed after receiving a ‘death’ call in Manaus,Portal Tucumã,1,Manaus town,Nova Cidade neighborhood,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-13 00:00:00.000,2023-11-13 00:00:00.000,0,0,0,1,1,1,1,,
503563,BRA-2023-2-17032-228,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-16,URGENT: Man is executed on Manaus avenue""",Portal Tucumã,2023-11-16,URGENT: Man is executed on Manaus avenue,Portal Tucumã,1,Manaus town,Parque das Laranjeiras neighborhood,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-14 00:00:00.000,2023-11-14 00:00:00.000,0,0,0,1,1,1,1,,
503562,BRA-2023-2-17032-227,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-16,URGENT: Man is executed on Manaus avenue""",Portal Tucumã,2023-11-16,URGENT: Man is executed on Manaus avenue,Portal Tucumã,1,Manaus town,São Jorge,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-15 00:00:00.000,2023-11-15 00:00:00.000,0,0,0,1,1,1,1,,
503559,BRA-2023-2-17032-224,2023,true,Check geography,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-18,Man dies after being shot at the Panair fair in Manaus""",Portal Tucumã,2023-11-18,Man dies after being shot at the Panair fair in Manaus,Portal Tucumã,3,Manaus municipality,"Km 23, Takuia branch, AM-010 highway.",Amazonas state,Manaus municipality,-3.043610,-60.012820,POINT (-60.01282 -3.04361),124800,Brazil,140,Americas,1,1,2023-11-16 00:00:00.000,2023-11-16 00:00:00.000,0,0,0,1,1,1,1,,
503560,BRA-2023-2-17032-225,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-17,URGENT: Man's body is found on a branch line in the east of Manaus""",Portal Tucumã,2023-11-17,URGENT: Man's body is found on a branch line in the east of Manaus,Portal Tucumã,1,Manaus town,Distrito Industrial II neighborhood,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-17 00:00:00.000,2023-11-17 00:00:00.000,0,0,0,1,1,1,1,,
503531,BRA-2023-2-17032-199,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-30,DOUBLE HOMICIDE: Men are executed in residence at Viver Melhor 3""",Portal Tucumã,2023-11-30,DOUBLE HOMICIDE: Men are executed in residence at Viver Melhor 3,Portal Tucumã,1,Manaus town,Chapada neighborhood,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-17 00:00:00.000,2023-11-17 00:00:00.000,0,0,0,2,2,2,2,,
503558,BRA-2023-2-17032-223,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-18,Man dies after being shot at the Panair fair in Manaus""",Portal Tucumã,2023-11-18,Man dies after being shot at the Panair fair in Manaus,Portal Tucumã,1,Manaus town,Educandos neighborhood,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-18 00:00:00.000,2023-11-18 00:00:00.000,0,0,0,1,1,1,1,,
503556,BRA-2023-2-17032-220,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-19,URGENT: Man's body is found by residents in Jorge Teixeira, in Manaus; look""",Portal Tucumã,2023-11-19,"URGENT: Man's body is found by residents in Jorge Teixeira, in Manaus; look",Portal Tucumã,1,Manaus town,Jorge Teixeira neighborhood,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-19 00:00:00.000,2023-11-19 00:00:00.000,0,0,0,1,1,1,1,,
503553,BRA-2023-2-17032-216,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-22,BRUTAL CRIME: Young man is machine-gunned during a criminal attack in the north of Manaus""",Portal Tucumã,2023-11-22,BRUTAL CRIME: Young man is machine-gunned during a criminal attack in the north of Manaus,Portal Tucumã,1,Manaus town,Vale neighborhood Sinai,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-21 00:00:00.000,2023-11-21 00:00:00.000,0,0,0,1,1,1,1,,
503554,BRA-2023-2-17032-217,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-22,BRUTAL CRIME: Young man is machine-gunned during a criminal attack in the north of Manaus""",Portal Tucumã,2023-11-22,BRUTAL CRIME: Young man is machine-gunned during a criminal attack in the north of Manaus,Portal Tucumã,1,Manaus town,Tarumã neighborhood,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-21 00:00:00.000,2023-11-21 00:00:00.000,0,0,0,1,1,1,1,,
503555,BRA-2023-2-17032-218,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-21,SHOCKING: Criminals invade Coari hospital to execute a man who was admitted; see video""",Portal Tucumã,2023-11-21,SHOCKING: Criminals invade Coari hospital to execute a man who was admitted; see video,Portal Tucumã,1,Manaus town,Coari hospital,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-21 00:00:00.000,2023-11-21 00:00:00.000,0,0,0,1,1,1,1,,
503552,BRA-2023-2-17032-214,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-22,Man arrested on suspicion of killing member of rival faction in Manaus""",Portal Tucumã,2023-11-22,Man arrested on suspicion of killing member of rival faction in Manaus,Portal Tucumã,1,Manaus town,Cidade de deus neighborhood,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-22 00:00:00.000,2023-11-22 00:00:00.000,0,0,0,1,1,1,1,,
503550,BRA-2023-2-17032-213,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-23,URGENT: Man is executed in the middle of the street by gunman in the North of Manaus""",Portal Tucumã,2023-11-23,URGENT: Man is executed in the middle of the street by gunman in the North of Manaus,Portal Tucumã,1,Manaus town,Cidade de Deus neighborhood,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-23 00:00:00.000,2023-11-23 00:00:00.000,0,0,0,1,1,1,1,,
503545,BRA-2023-2-17032-209,2023,true,Clear,2,17032,15522,Cartel do Norte - Comando Vermelho,17032,17032,Cartel do Norte - Comando Vermelho,8293,8293,Cartel do Norte,772,772,Comando Vermelho,1,"""Portal Tucumã,2023-11-28,NOW! Human head is found in a forest area in the east of Manaus""",Portal Tucumã,2023-11-28,NOW! Human head is found in a forest area in the east of Manaus,Portal Tucumã,1,Manaus town,Gilberto Mestrinho neighborhood,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2023-11-23 00:00:00.000,2023-11-23 00:00:00.000,0,0,0,1,1,1,1,,
